type,fixed acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,density,volatile acidity,chlorides,sulphates,pH,alcohol,quality_label
white,5.7,0.2,16.0,41.0,113.0,0.99862,0.22,0.044,0.46,3.22,8.9,1
white,5.7,0.24,17.8,23.0,124.0,0.99773,0.26,0.059,0.5,3.3,10.1,0
white,5.7,0.24,17.8,23.0,124.0,0.99773,0.26,0.059,0.5,3.3,10.1,0
white,6.0,0.26,6.8,22.0,93.0,0.9928,0.2,0.049,0.42,3.15,11.0,1
white,6.0,0.26,6.8,22.0,93.0,0.9928,0.2,0.049,0.42,3.15,11.0,1
white,6.0,0.26,6.8,22.0,93.0,0.9928,0.2,0.049,0.42,3.15,11.0,1
white,6.0,0.26,6.8,22.0,93.0,0.9928,0.2,0.049,0.42,3.15,11.0,1
white,7.6,0.17,1.6,28.0,117.0,0.99288,0.28,0.046,0.43,3.08,10.0,0
white,7.0,0.33,4.7,25.0,76.0,0.99202,0.2,0.03,0.54,2.88,10.5,1
white,6.6,0.27,11.8,28.0,112.0,0.99606,0.26,0.048,0.49,2.87,9.7,1
white,5.7,0.24,17.8,23.0,124.0,0.99773,0.26,0.059,0.5,3.3,10.1,0
white,7.2,0.36,15.7,68.0,183.0,0.99922,0.21,0.045,0.76,3.25,9.4,0
white,6.9,0.32,5.8,20.0,119.0,0.99296,0.22,0.041,0.55,3.17,11.2,1
white,7.2,0.36,15.7,68.0,183.0,0.99922,0.21,0.045,0.76,3.25,9.4,0
white,7.4,0.28,9.0,22.0,121.0,0.99468,0.22,0.046,0.55,3.1,10.8,0
white,7.2,0.36,15.7,68.0,183.0,0.99922,0.21,0.045,0.76,3.25,9.4,0
white,6.9,0.32,5.8,20.0,119.0,0.99296,0.22,0.041,0.55,3.17,11.2,1
white,7.0,0.35,8.8,31.0,103.0,0.99388,0.2,0.037,0.49,3.13,11.0,1
white,5.6,0.0,10.2,13.0,111.0,0.99315,0.26,0.038,0.46,3.44,12.4,1
white,6.3,0.3,6.6,60.0,154.0,0.99478,0.28,0.208,0.4,3.1,9.4,1
white,6.4,0.3,6.5,62.0,156.0,0.99478,0.29,0.209,0.4,3.1,9.4,0
white,7.2,0.23,8.9,22.0,155.0,0.99692,0.34,0.105,0.58,3.01,9.5,0
white,7.1,0.39,11.1,25.0,204.0,0.99616,0.39,0.034,0.52,3.05,10.0,1
white,6.9,0.29,4.2,33.0,114.0,0.9902,0.26,0.043,0.31,3.16,12.5,1
white,6.1,0.25,1.6,24.0,115.0,0.9921,0.24,0.044,0.59,3.39,10.9,1
white,5.9,0.24,7.4,21.0,113.0,0.99462,0.25,0.044,0.58,3.38,10.5,1
white,6.1,0.27,11.5,51.0,133.0,0.99476,0.24,0.05,0.37,3.22,10.8,1
white,6.5,0.27,1.6,36.0,116.0,0.99178,0.22,0.039,0.57,3.38,11.0,1
white,6.2,0.29,2.0,16.0,87.0,0.99081,0.26,0.036,0.61,3.33,11.8,1
white,6.6,0.25,4.8,16.0,121.0,0.99198,0.34,0.038,0.71,3.36,12.6,1
white,5.6,0.24,9.8,59.0,140.0,0.99545,0.225,0.054,0.39,3.17,10.2,1
white,7.1,0.28,1.9,33.0,103.0,0.98997,0.23,0.046,0.31,3.12,12.0,0
white,6.9,0.29,4.2,33.0,114.0,0.9902,0.26,0.043,0.31,3.16,12.5,1
white,6.4,0.3,1.6,19.0,86.0,0.99089,0.27,0.04,0.65,3.32,11.5,1
white,6.3,0.22,7.3,23.0,117.0,0.99172,0.41,0.035,0.39,3.2,11.94,1
white,6.7,0.24,5.4,33.0,115.0,0.9901,0.41,0.035,0.44,3.12,12.89333333,1
white,7.2,0.2,10.4,17.0,94.0,0.99681,0.585,0.086,0.4,3.13,9.4,0
white,6.7,0.26,1.9,58.0,138.0,0.9893,0.34,0.038,0.47,3.0,12.2,1
white,6.3,0.22,7.3,23.0,117.0,0.99172,0.41,0.035,0.39,3.2,11.94,1
white,6.7,0.24,5.4,33.0,115.0,0.9901,0.41,0.035,0.44,3.12,12.89333333,1
white,6.4,0.35,7.7,45.0,191.0,0.99527,0.26,0.056,0.5,3.16,9.5,0
white,6.3,0.22,11.5,27.0,150.0,0.99445,0.28,0.036,0.33,3.0,10.6,1
white,7.4,0.33,1.2,47.0,121.0,0.99198,0.16,0.042,0.68,3.04,10.5,1
white,8.4,0.3,2.2,36.0,129.0,0.99085,0.27,0.037,0.3,2.89,11.46666667,1
white,5.9,0.28,1.0,45.0,100.0,0.99033,0.2,0.043,0.41,3.4,11.4,1
white,6.4,0.26,8.2,47.0,182.0,0.99538,0.24,0.054,0.5,3.12,9.5,0
white,7.4,0.34,8.3,44.0,168.0,0.99627,0.38,0.052,0.52,3.11,9.2,0
white,6.4,0.26,8.2,47.0,182.0,0.99538,0.24,0.054,0.5,3.12,9.5,0
white,6.4,0.19,9.3,28.0,145.0,0.99433,0.42,0.043,0.53,3.23,10.98,0
white,6.4,0.26,8.1,47.0,181.0,0.9954,0.23,0.054,0.49,3.12,9.4,0
white,6.4,0.26,8.2,47.0,182.0,0.99538,0.24,0.054,0.5,3.12,9.5,0
white,7.4,0.34,8.3,44.0,168.0,0.99627,0.38,0.052,0.52,3.11,9.2,0
white,7.3,0.27,13.9,45.0,155.0,0.99807,0.19,0.057,0.41,2.94,8.8,2
white,7.3,0.27,13.9,45.0,155.0,0.99807,0.19,0.057,0.41,2.94,8.8,2
white,7.3,0.27,13.9,45.0,155.0,0.99807,0.19,0.057,0.41,2.94,8.8,2
white,7.3,0.27,13.9,45.0,155.0,0.99807,0.19,0.057,0.41,2.94,8.8,2
white,7.3,0.27,13.9,45.0,155.0,0.99807,0.19,0.057,0.41,2.94,8.8,2
white,7.3,0.27,13.9,45.0,155.0,0.99807,0.19,0.057,0.41,2.94,8.8,2
white,7.3,0.27,13.9,45.0,155.0,0.99807,0.19,0.057,0.41,2.94,8.8,2
white,6.8,0.29,2.0,15.0,96.0,0.99232,0.24,0.044,0.64,3.23,10.4,2
white,7.3,0.27,13.9,45.0,155.0,0.99807,0.19,0.057,0.41,2.94,8.8,2
white,7.4,0.52,15.7,36.0,139.0,0.99788,0.27,0.054,0.62,3.04,10.03333333,1
white,5.7,0.35,1.2,39.0,141.0,0.99108,0.28,0.052,0.69,3.44,11.3,1
white,5.8,0.25,1.5,21.0,109.0,0.99234,0.22,0.024,0.58,3.37,10.4,1
white,6.7,0.69,1.2,36.0,106.0,0.99288,0.27,0.176,0.43,2.96,9.2,1
white,7.1,0.35,3.2,21.0,107.0,0.99195,0.2,0.034,0.54,3.11,11.1,1
white,6.7,0.69,1.2,36.0,106.0,0.99288,0.27,0.176,0.43,2.96,9.2,1
white,7.1,0.3,2.6,62.0,148.0,0.99121,0.23,0.034,0.56,3.03,11.3,1
white,7.6,0.52,13.2,61.0,148.0,0.99839,0.31,0.042,0.47,2.98,9.1,1
white,7.2,0.28,10.4,43.0,187.0,0.99738,0.34,0.108,0.57,2.96,9.4,0
white,7.0,0.25,5.7,14.0,73.0,0.98963,0.36,0.015,0.59,2.82,13.2,1
white,6.4,0.28,2.5,34.0,137.0,0.98946,0.31,0.039,0.38,3.22,12.7,1
white,7.3,0.35,1.6,31.0,148.0,0.99178,0.28,0.054,0.47,3.18,10.7,0
white,7.4,0.3,1.4,34.0,166.0,0.99136,0.16,0.064,0.42,3.11,11.43333333,1
white,6.4,0.27,7.4,48.0,169.0,0.99323,0.31,0.049,0.45,3.27,11.1,1
white,6.4,0.28,2.5,34.0,137.0,0.98946,0.31,0.039,0.38,3.22,12.7,1
white,6.2,0.29,5.6,35.0,178.0,0.99313,0.29,0.046,0.51,3.25,10.53333333,0
white,5.9,0.34,3.6,50.0,194.0,0.9912,0.28,0.04,0.52,3.31,11.6,1
white,6.5,0.2,7.5,44.0,179.0,0.99504,0.23,0.05,0.48,3.18,9.533333333,0
white,7.2,0.2,5.8,52.0,203.0,0.99461,0.34,0.062,0.44,3.17,9.8,1
white,7.3,0.35,1.6,31.0,148.0,0.99178,0.28,0.054,0.47,3.18,10.7,0
white,6.5,0.33,1.5,36.0,110.0,0.99008,0.2,0.039,0.65,3.22,12.0,1
white,6.2,0.27,2.9,30.0,123.0,0.98959,0.24,0.039,0.37,3.12,12.8,1
white,7.1,0.25,11.2,32.0,136.0,0.99663,0.31,0.048,0.4,3.14,9.5,0
white,6.4,0.21,9.65,36.0,119.0,0.99334,0.29,0.041,0.34,2.99,10.93333333,1
white,6.3,0.33,10.1,63.0,133.0,0.99561,0.19,0.063,0.41,2.86,9.1,0
white,5.9,0.28,3.2,16.0,117.0,0.98959,0.29,0.035,0.42,3.26,12.6,1
white,7.1,0.25,11.2,32.0,136.0,0.99663,0.31,0.048,0.4,3.14,9.5,0
white,6.5,0.28,11.45,29.0,109.0,0.99418,0.3,0.041,0.3,2.98,10.9,1
white,6.4,0.21,9.65,36.0,119.0,0.99334,0.29,0.041,0.34,2.99,10.93333333,1
white,6.5,0.19,4.5,16.0,115.0,0.9937,0.22,0.096,0.44,3.02,9.6,0
white,7.0,0.28,2.7,16.0,92.0,0.99372,0.23,0.053,0.56,3.18,9.3,0
white,7.1,0.23,3.5,23.0,112.0,0.99157,0.23,0.038,0.37,3.05,11.36666667,1
white,6.1,0.28,1.7,24.0,98.0,0.98918,0.26,0.043,0.44,3.14,12.5,1
white,6.4,0.21,2.1,46.0,171.0,0.9932,0.35,0.051,0.5,3.16,9.5,0
white,6.0,0.32,4.8,40.0,186.0,0.99235,0.32,0.041,0.54,3.22,11.0,1
white,6.1,0.21,5.0,17.0,133.0,0.99373,0.34,0.042,0.53,3.02,9.4,0
white,6.5,0.27,2.6,32.0,76.0,0.9914,0.13,0.035,0.76,3.21,11.33333333,1
white,6.5,0.2,6.6,9.0,126.0,0.99494,0.315,0.041,0.51,2.94,8.8,0
white,6.1,0.21,5.0,17.0,133.0,0.99373,0.34,0.042,0.53,3.02,9.4,0
white,5.7,0.29,7.3,33.0,143.0,0.99332,0.31,0.05,0.5,3.31,11.06666667,1
white,6.4,0.27,5.0,27.0,151.0,0.99198,0.3,0.058,0.49,3.22,12.2,1
white,7.0,0.26,1.7,31.0,110.0,0.99142,0.24,0.041,0.53,3.2,11.0,1
white,6.5,0.27,2.6,32.0,76.0,0.9914,0.13,0.035,0.76,3.21,11.33333333,1
white,6.4,0.21,8.2,51.0,182.0,0.99542,0.26,0.05,0.48,3.23,9.5,0
white,6.4,0.21,8.2,51.0,182.0,0.99542,0.26,0.05,0.48,3.23,9.5,0
white,6.0,0.31,5.0,54.0,170.0,0.9924,0.27,0.043,0.52,3.28,11.0,1
white,7.1,0.33,1.2,34.0,97.0,0.99112,0.21,0.039,0.75,3.11,11.2,1
white,6.7,0.29,7.1,28.0,100.0,0.99534,0.26,0.036,0.36,3.08,9.3,1
white,6.3,0.22,9.5,30.0,111.0,0.99338,0.28,0.04,0.31,3.05,10.8,0
white,6.2,0.44,15.8,39.0,167.0,0.99804,0.25,0.057,0.51,3.14,9.2,0
white,7.3,0.37,15.5,70.0,203.0,0.99899,0.22,0.048,0.77,3.25,9.4,0
white,6.2,0.44,15.8,39.0,167.0,0.99804,0.25,0.057,0.51,3.14,9.2,0
white,6.4,0.28,17.05,53.0,139.0,0.99724,0.18,0.047,0.35,3.25,10.5,1
white,6.3,0.26,12.7,60.0,143.0,0.99526,0.2,0.046,0.35,3.26,10.8,1
white,6.6,0.22,12.3,35.0,146.0,0.99676,0.24,0.051,0.67,3.1,9.4,0
white,7.4,0.26,11.8,55.0,173.0,0.99699,0.27,0.053,0.6,3.11,9.8,0
white,7.4,0.26,11.8,55.0,173.0,0.99699,0.27,0.053,0.6,3.11,9.8,0
white,7.4,0.26,11.8,55.0,173.0,0.99699,0.27,0.053,0.6,3.11,9.8,0
white,6.6,0.22,12.3,35.0,146.0,0.99676,0.24,0.051,0.67,3.1,9.4,0
white,7.4,0.26,11.8,55.0,173.0,0.99699,0.27,0.053,0.6,3.11,9.8,0
white,7.1,0.29,13.6,30.0,137.0,0.99461,0.38,0.041,0.96,3.02,12.1,1
white,6.8,0.26,5.2,40.0,176.0,0.99116,0.43,0.043,0.41,3.17,12.3,1
white,5.2,0.46,6.2,41.0,187.0,0.99362,0.22,0.066,0.42,3.19,9.733333333,0
white,5.9,0.16,7.9,48.0,197.0,0.99512,0.29,0.044,0.36,3.21,9.4,0
white,5.9,0.16,7.9,48.0,197.0,0.99512,0.29,0.044,0.36,3.21,9.4,0
white,6.3,0.29,3.3,32.0,140.0,0.9895,0.29,0.037,0.36,3.17,12.8,1
white,6.3,0.32,2.8,18.0,80.0,0.99043,0.19,0.046,0.47,2.92,11.05,1
white,5.7,0.16,7.9,48.0,197.0,0.99512,0.29,0.044,0.36,3.21,9.4,0
white,6.3,0.29,3.3,32.0,140.0,0.9895,0.29,0.037,0.36,3.17,12.8,1
white,5.7,0.47,6.3,35.0,182.0,0.99391,0.24,0.069,0.46,3.11,9.733333333,0
white,5.8,0.38,4.9,22.0,86.0,0.98963,0.3,0.039,0.58,3.23,13.1,1
white,7.1,0.27,10.4,26.0,114.0,0.99335,0.27,0.041,0.52,3.04,11.5,1
white,5.8,0.38,4.9,22.0,86.0,0.98963,0.3,0.039,0.58,3.23,13.1,1
white,7.1,0.27,10.4,26.0,114.0,0.99335,0.27,0.041,0.52,3.04,11.5,1
white,6.3,0.22,16.0,26.0,141.0,0.99824,0.305,0.061,0.5,3.08,9.1,0
white,5.7,0.47,6.3,35.0,182.0,0.99391,0.24,0.069,0.46,3.11,9.75,0
white,6.2,0.28,2.2,24.0,125.0,0.9917,0.22,0.04,0.48,3.19,10.5,1
white,6.6,0.23,17.3,37.0,118.0,0.99906,0.22,0.047,0.46,3.08,8.8,1
white,6.6,0.23,17.3,37.0,118.0,0.99906,0.22,0.047,0.46,3.08,8.8,1
white,6.6,0.23,17.3,37.0,118.0,0.99906,0.22,0.047,0.46,3.08,8.8,1
white,6.6,0.23,17.3,37.0,118.0,0.99906,0.22,0.047,0.46,3.08,8.8,1
white,6.2,0.28,2.2,24.0,125.0,0.9917,0.22,0.04,0.48,3.19,10.5,1
white,6.2,0.28,2.2,24.0,125.0,0.9917,0.22,0.04,0.48,3.19,10.5,1
white,6.6,0.23,17.3,37.0,118.0,0.99906,0.22,0.047,0.46,3.08,8.8,1
white,6.1,0.5,6.6,30.0,122.0,0.99415,0.22,0.045,0.49,3.22,9.9,1
white,6.2,0.52,6.5,28.0,123.0,0.99418,0.21,0.047,0.49,3.22,9.9,1
white,6.3,0.26,12.3,24.0,205.0,0.99611,0.32,0.044,0.58,3.11,9.9,0
white,6.9,0.27,5.0,33.0,166.0,0.99124,0.44,0.038,0.42,3.2,12.2,1
white,6.1,0.34,2.8,59.5,162.0,0.99179,0.31,0.042,0.47,3.27,10.8,1
white,8.1,0.59,13.6,60.0,134.0,0.99886,0.36,0.051,0.39,2.96,8.7,0
white,6.6,0.28,2.8,17.0,67.0,0.98924,0.38,0.043,0.47,3.21,13.2,1
white,6.7,0.26,5.4,15.0,94.0,0.99045,0.24,0.03,0.38,3.15,12.7,1
white,6.9,0.26,10.9,55.0,193.0,0.9969,0.56,0.06,0.44,3.21,9.4,0
white,7.2,0.24,1.7,18.0,161.0,0.99196,0.24,0.045,0.53,3.25,11.2,1
white,6.5,0.3,9.15,25.0,166.0,0.99339,0.29,0.051,0.56,3.24,11.33333333,1
white,6.7,0.28,4.5,14.0,92.0,0.99224,0.28,0.051,0.58,3.36,11.9,1
white,6.5,0.3,9.15,25.0,166.0,0.99339,0.29,0.051,0.56,3.24,11.35,1
white,6.1,0.19,1.4,51.0,131.0,0.99184,0.21,0.046,0.39,3.22,10.5,0
white,7.2,0.16,5.9,14.0,125.0,0.99428,0.47,0.048,0.49,3.09,9.8,0
white,6.7,0.31,16.4,20.0,146.0,0.99834,0.34,0.051,0.54,3.06,9.1,0
white,6.6,0.25,1.2,36.0,111.0,0.98918,0.27,0.033,0.37,3.16,12.4,1
white,6.7,0.31,16.4,20.0,146.0,0.99834,0.34,0.051,0.54,3.06,9.1,0
white,7.2,0.16,5.9,14.0,125.0,0.99428,0.47,0.048,0.49,3.09,9.8,0
white,5.0,0.25,7.8,24.0,116.0,0.99241,0.35,0.031,0.4,3.39,11.3,1
white,5.0,0.25,7.8,24.0,116.0,0.99241,0.35,0.031,0.4,3.39,11.3,1
white,4.4,0.1,2.8,31.0,111.0,0.98816,0.46,0.024,0.34,3.48,13.1,1
white,6.6,0.29,2.9,15.0,101.0,0.98916,0.38,0.035,0.37,3.04,12.5,1
white,7.3,0.25,2.5,32.0,122.0,0.99329,0.3,0.045,0.54,3.18,10.3,0
white,6.4,0.22,12.8,51.0,150.0,0.99535,0.28,0.039,0.43,3.23,10.7,1
white,6.9,0.25,12.2,29.0,136.0,0.99552,0.29,0.04,0.65,3.05,10.4,1
white,6.3,0.19,7.7,47.0,184.0,0.99514,0.3,0.049,0.48,3.22,9.5,0
white,6.3,0.22,2.8,53.0,173.0,0.99304,0.39,0.048,0.45,3.24,9.8,0
white,6.6,0.29,2.9,15.0,101.0,0.98916,0.38,0.035,0.37,3.04,12.5,1
white,6.6,0.26,17.3,17.0,149.0,0.9984,0.18,0.051,0.43,3.0,9.4,1
white,6.0,0.29,19.3,36.0,174.0,0.99911,0.28,0.051,0.5,3.14,9.0,0
white,6.0,0.29,19.3,36.0,174.0,0.99911,0.28,0.051,0.5,3.14,9.0,0
white,6.0,0.29,19.3,36.0,174.0,0.99911,0.28,0.051,0.5,3.14,9.0,0
white,6.6,0.26,2.7,19.0,129.0,0.98952,0.35,0.045,0.48,3.24,13.0,1
white,5.9,0.18,6.4,28.0,120.0,0.99403,0.22,0.041,0.5,3.27,9.9,0
white,6.6,0.26,17.3,17.0,149.0,0.9984,0.18,0.051,0.43,3.0,9.4,1
white,7.7,0.24,2.4,29.0,157.0,0.99312,0.28,0.044,0.56,3.27,10.6,1
white,7.1,0.2,2.8,28.0,109.0,0.98968,0.42,0.038,0.47,3.23,13.4,1
white,6.7,0.32,1.7,31.0,114.0,0.98946,0.32,0.031,0.35,3.12,12.5,1
white,6.6,0.56,15.4,32.0,141.0,0.9981,0.26,0.053,0.49,3.11,9.3,0
white,6.6,0.56,15.4,32.0,141.0,0.9981,0.26,0.053,0.49,3.11,9.3,0
white,6.2,0.24,4.1,34.0,149.0,0.99306,0.32,0.051,0.52,3.36,11.0,0
white,6.3,0.27,6.6,40.0,158.0,0.99378,0.25,0.054,0.48,3.2,10.3,0
white,6.2,0.24,1.2,31.0,95.0,0.99036,0.21,0.051,0.57,3.24,11.3,1
white,6.4,0.27,2.1,35.0,100.0,0.99094,0.23,0.042,0.63,3.03,10.9,1
white,4.7,0.29,1.0,35.0,90.0,0.9908,0.145,0.042,0.49,3.76,11.3,1
white,6.2,0.28,1.1,24.0,78.0,0.9899,0.2,0.039,0.47,3.36,12.1,1
white,7.0,0.28,1.4,12.0,83.0,0.99173,0.28,0.039,0.65,3.18,11.1,0
white,7.1,0.2,1.6,24.0,140.0,0.99356,0.36,0.271,0.63,3.11,9.8,0
white,5.7,0.22,9.8,50.0,125.0,0.99571,0.25,0.049,0.45,3.2,10.1,1
white,5.7,0.33,1.9,37.0,110.0,0.98945,0.22,0.036,0.58,3.26,12.4,1
white,6.0,0.38,1.3,37.0,104.0,0.98865,0.2,0.034,0.52,3.11,12.7,1
white,6.4,0.26,7.9,53.0,180.0,0.99514,0.32,0.05,0.5,3.14,9.6,0
white,6.4,0.26,7.9,53.0,180.0,0.99514,0.32,0.05,0.5,3.14,9.6,0
white,6.0,0.26,4.5,17.0,126.0,0.9943,0.555,0.053,0.46,3.24,9.1,0
white,5.9,0.45,22.6,55.0,122.0,0.99636,0.22,0.12,0.35,3.1,12.8,0
white,6.4,0.26,7.9,53.0,180.0,0.99514,0.32,0.05,0.5,3.14,9.6,0
white,6.2,0.33,3.5,37.0,155.0,0.98987,0.3,0.037,0.37,3.18,12.4,1
white,5.8,0.18,1.2,7.0,108.0,0.99288,0.28,0.058,0.58,3.23,9.55,0
white,5.8,0.26,4.5,17.0,126.0,0.9943,0.555,0.053,0.46,3.24,9.1,0
white,6.7,0.33,2.0,12.0,74.0,0.99064,0.31,0.033,0.65,3.29,12.5,1
white,6.4,0.25,7.8,13.0,68.0,0.99394,0.15,0.05,0.4,3.16,9.9,1
white,6.4,0.28,0.9,32.0,87.0,0.99175,0.13,0.045,0.52,3.47,11.2,1
white,6.7,0.49,2.9,28.0,122.0,0.98926,0.48,0.03,0.4,3.13,13.0,1
white,6.7,0.49,2.9,28.0,122.0,0.98926,0.48,0.03,0.4,3.13,13.0,1
white,5.8,0.33,3.5,25.0,116.0,0.99057,0.3,0.033,0.44,3.2,11.7,1
white,6.1,0.23,4.2,13.0,95.0,0.98898,0.28,0.038,0.7,2.97,13.1,1
white,6.0,0.37,9.7,17.0,50.0,0.9932,0.19,0.032,0.66,3.08,12.0,1
white,6.8,0.25,10.5,30.0,165.0,0.9972,0.31,0.043,0.55,3.36,10.55,1
white,7.5,0.29,1.1,34.0,84.0,0.9902,0.24,0.046,0.39,3.04,11.45,1
white,6.8,0.39,16.1,71.0,194.0,0.9988,0.23,0.053,0.64,3.18,10.2,1
white,7.5,0.29,1.1,34.0,84.0,0.9902,0.24,0.046,0.39,3.04,11.45,1
white,6.3,0.3,8.1,60.0,150.0,0.9958,0.29,0.212,0.4,3.1,9.3,0
white,6.8,0.25,6.2,22.0,106.0,0.9935,0.2,0.052,0.54,3.09,10.8,0
white,5.2,0.26,7.7,20.0,103.0,0.9925,0.38,0.053,0.45,3.27,12.2,1
white,7.8,0.33,2.4,36.0,175.0,0.992,0.27,0.053,0.55,3.2,11.0,1
white,6.6,0.21,16.3,41.0,182.0,0.9986,0.54,0.055,0.54,3.35,10.4,1
white,7.1,0.31,2.3,32.0,156.0,0.9914,0.25,0.05,0.51,3.14,11.4,1
white,5.8,0.01,8.4,31.0,104.0,0.9909,0.61,0.041,0.72,3.26,14.05,1
white,6.5,0.23,8.5,20.0,138.0,0.9943,0.32,0.051,0.42,3.03,10.7,0
white,6.4,0.23,6.0,50.0,162.0,0.994,0.28,0.051,0.52,3.15,10.2,0
white,6.6,0.28,1.1,38.0,100.0,0.9904,0.19,0.044,0.69,3.22,11.2,1
white,5.1,0.13,1.75,17.0,73.0,0.99,0.305,0.036,0.51,3.4,12.33333333,0
white,5.8,0.3,2.6,75.0,129.0,0.9902,0.26,0.034,0.38,3.2,11.5,0
white,6.7,0.17,1.3,14.0,100.0,0.9925,0.23,0.061,0.55,3.07,9.5,0
white,6.8,0.3,2.1,35.0,147.0,0.9886,0.33,0.047,0.56,3.24,13.4,1
white,6.1,0.32,1.1,24.0,110.0,0.9898,0.27,0.034,0.4,3.36,12.5,1
white,6.1,0.32,1.1,24.0,110.0,0.9898,0.27,0.034,0.4,3.36,12.5,1
white,6.8,0.29,2.8,27.0,97.0,0.9904,0.4,0.044,0.42,3.12,11.2,1
white,6.1,0.18,9.0,28.5,259.0,0.9964,0.4,0.051,0.5,3.19,8.8,0
white,7.1,0.26,2.8,50.0,118.0,0.9908,0.28,0.039,0.59,3.06,11.2,1
white,6.2,0.32,2.2,15.0,70.0,0.9899,0.32,0.036,0.48,3.16,12.7,1
white,6.8,0.17,5.1,26.0,82.0,0.993,0.17,0.049,0.38,3.0,9.8,1
white,9.0,0.33,3.5,10.0,40.0,0.9944,0.2,0.049,0.36,3.14,9.8,1
white,5.8,0.22,12.7,24.0,183.0,0.9956,0.13,0.058,0.42,3.32,11.7,1
white,5.8,0.31,7.5,55.0,230.0,0.9949,0.31,0.052,0.46,3.19,9.8,0
white,6.3,0.2,2.0,48.0,191.0,0.9929,0.36,0.048,0.51,3.17,9.6,0
white,9.0,0.33,3.5,10.0,40.0,0.9944,0.2,0.049,0.36,3.14,9.8,1
white,6.7,0.25,14.3,79.0,149.0,0.9975,0.18,0.048,0.37,3.12,9.7,0
white,6.6,0.25,9.8,59.5,137.0,0.995,0.16,0.049,0.38,3.16,10.0,1
white,5.8,0.22,12.7,24.0,183.0,0.9956,0.13,0.058,0.42,3.32,11.7,1
white,5.8,0.22,12.7,42.0,206.0,0.9946,0.27,0.058,0.38,3.32,12.3,1
white,6.8,0.17,5.1,26.0,82.0,0.993,0.17,0.049,0.38,3.0,9.8,1
white,6.4,0.19,3.5,18.0,101.0,0.9934,0.37,0.068,0.38,3.03,9.0,1
white,7.3,0.53,12.7,60.5,164.5,0.9984,0.26,0.047,0.45,3.06,9.1,1
white,7.3,0.54,12.9,62.0,162.5,0.9984,0.28,0.049,0.45,3.06,9.1,1
white,7.3,0.54,12.9,62.0,162.5,0.9984,0.28,0.049,0.45,3.06,9.1,1
white,5.8,0.21,1.3,35.0,121.0,0.9908,0.12,0.056,0.33,3.32,11.4,1
white,6.1,0.18,10.5,41.0,124.0,0.9963,0.25,0.049,0.35,3.14,10.5,0
white,6.4,0.27,1.5,35.0,105.0,0.98914,0.24,0.04,0.3,3.13,12.4,1
white,7.3,0.53,12.7,60.5,156.0,0.9984,0.26,0.047,0.45,3.06,9.1,1
white,7.3,0.54,12.9,62.0,152.0,0.9984,0.28,0.049,0.45,3.06,9.1,1
white,8.3,0.37,1.2,6.0,94.0,0.9937,0.18,0.049,0.52,3.18,10.1,0
white,7.1,0.3,6.2,24.0,134.0,0.993,0.09,0.032,0.39,2.99,10.9,1
white,8.3,0.36,8.8,13.0,60.0,0.9956,0.14,0.026,0.35,3.13,11.05,0
white,5.8,0.3,3.9,36.0,105.0,0.98963,0.28,0.026,0.58,3.26,12.75,1
white,6.0,0.34,1.3,23.0,111.0,0.98961,0.23,0.025,0.37,3.36,12.7,1
white,6.9,0.37,9.1,16.0,76.0,0.9948,0.28,0.037,0.54,3.05,11.1,0
white,6.9,0.37,9.1,16.0,76.0,0.9948,0.28,0.037,0.54,3.05,11.1,0
white,5.8,0.3,3.9,36.0,105.0,0.98963,0.28,0.026,0.58,3.26,12.75,1
white,6.3,0.53,1.8,41.0,101.0,0.989315,0.25,0.021,0.31,3.19,13.0,1
white,6.5,0.31,2.1,32.0,95.0,0.989435,0.2,0.033,0.61,2.96,12.0,1
white,5.9,0.32,1.4,17.0,47.0,0.9899,0.29,0.022,0.35,3.35,11.5,1
white,6.4,0.22,14.7,51.0,183.0,0.998275,0.46,0.047,0.6,3.39,10.5,0
white,6.9,0.37,9.1,16.0,76.0,0.9948,0.28,0.037,0.54,3.05,11.1,0
white,6.8,0.33,1.9,20.0,101.0,0.9914,0.23,0.047,0.46,3.1,11.1,1
white,7.0,0.32,1.8,25.0,113.0,0.9915,0.23,0.048,0.47,3.11,11.1,1
white,6.4,0.26,9.6,20.0,104.0,0.9924,0.55,0.027,0.73,3.22,13.1,1
white,5.7,0.3,3.9,36.0,105.0,0.98963,0.28,0.026,0.58,3.26,12.75,1
white,6.0,0.34,1.3,23.0,111.0,0.98961,0.23,0.025,0.37,3.36,12.7,1
white,6.8,0.3,11.8,23.0,97.0,0.997,0.45,0.094,0.44,3.09,9.6,0
white,6.1,0.4,1.9,32.0,138.0,0.9914,0.2,0.028,0.72,3.26,11.7,0
white,6.1,0.46,12.0,61.0,210.0,0.997,0.37,0.042,0.59,3.17,9.7,1
white,5.9,0.23,7.9,22.0,130.0,0.9944,0.21,0.033,0.59,3.38,10.9,1
white,6.9,0.32,9.3,22.0,110.0,0.9958,0.22,0.04,0.54,3.34,10.7,1
white,5.4,0.22,4.6,29.0,107.0,0.98889,0.27,0.022,0.54,3.33,13.8,1
white,6.0,0.26,2.2,10.0,72.0,0.989465,0.26,0.035,0.48,3.11,12.15,1
white,5.6,0.3,10.2,28.0,131.0,0.9954,0.18,0.028,0.42,3.49,10.8,1
